simulation,height1,width1,height2,width2,shape,area,size,HtoW,numbFPspecies,days,years,TOTALN,TOTALP,N_to_P,initial_perc_SAV_cover,initial_perc_SAV_cells_occupied,SAV_biomass_per_cell,initial_perc_FP_cover,initial_perc_FP_cells_occupied,FP_biomass_per_cell,initialSAVcells,initial01cells,initial02cells,initial03cells,initial04cells,initialSAVtotmass,initial01totmass,initial02totmass,initial03totmass,initial04totmass,neigh_thresh_SAV,focal_thresh_SAV,amnt_colonize_SAV,neigh_thresh_FP,focal_thresh_FP,amnt_colonize_FP,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,lightlimitationSAV,lightlimitation01,lightlimitation02,lightlimitation03,lightlimitation04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,shadingbyFP,lightattenuation,lossSAV,lossFP,uptakeNSAV,uptakeN01,uptakeN02,uptakeN03,uptakeN04,uptakePSAV,uptakeP01,uptakeP02,uptakeP03,uptakeP04,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,wind_shape1,wind_shape2,wind_avg,wind_stdev,prob_down,prob_up,prob_left,prob_right,wind_direction,full_thresh_wind,mix_freq,scenario
520,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,30,30,100,45,45,100,3000,1500,1500,1500,0,300000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
521,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,45,45,100,1,1,100,4500,33,33,33,0,450000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
522,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,45,45,100,5,5,100,4500,167,167,167,0,450000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
523,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,45,45,100,15,15,100,4500,500,500,500,0,450000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
524,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,45,45,100,30,30,100,4500,1000,1000,1000,0,450000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
525,100,100,5,5,rectangle,10000,large,1,3,150,4,3,0.75,4,45,45,100,45,45,100,4500,1500,1500,1500,0,450000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
526,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,1,1,100,1,1,100,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
527,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,1,1,100,5,5,100,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
528,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
529,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
530,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,1,1,100,45,45,100,100,1500,1500,1500,0,10000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
531,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,5,5,100,1,1,100,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
532,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,5,5,100,5,5,100,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
533,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
534,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
535,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,5,5,100,45,45,100,500,1500,1500,1500,0,50000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
536,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
537,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,15,15,100,5,5,100,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
538,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
539,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
540,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,15,15,100,45,45,100,1500,1500,1500,1500,0,150000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
541,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,30,30,100,1,1,100,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
542,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,30,30,100,5,5,100,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
543,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
544,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
545,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,30,30,100,45,45,100,3000,1500,1500,1500,0,300000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
546,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,45,45,100,1,1,100,4500,33,33,33,0,450000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
547,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,45,45,100,5,5,100,4500,167,167,167,0,450000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
548,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,45,45,100,15,15,100,4500,500,500,500,0,450000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
549,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,45,45,100,30,30,100,4500,1000,1000,1000,0,450000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
550,100,100,5,5,rectangle,10000,large,1,3,150,4,4,1,4,45,45,100,45,45,100,4500,1500,1500,1500,0,450000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
551,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,1,1,100,1,1,100,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
552,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,1,1,100,5,5,100,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
553,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
554,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
555,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,1,1,100,45,45,100,100,1500,1500,1500,0,10000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
556,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,5,5,100,1,1,100,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
557,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,5,5,100,5,5,100,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
558,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
559,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
560,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,5,5,100,45,45,100,500,1500,1500,1500,0,50000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
561,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,15,15,100,1,1,100,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
562,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,15,15,100,5,5,100,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
563,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
564,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
565,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,15,15,100,45,45,100,1500,1500,1500,1500,0,150000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
566,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,30,30,100,1,1,100,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
567,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,30,30,100,5,5,100,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
568,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
569,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,1.00E+05,1.00E+05,1.00E+05,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
570,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,30,30,100,45,45,100,3000,1500,1500,1500,0,300000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
571,100,100,5,5,rectangle,10000,large,1,3,150,4,5,1.25,4,45,45,100,1,1,100,4500,33,33,33,0,450000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.4,0.5,0.6,0,0.01,0.01,0.01,0.01,0,0,0.2,0.2,0.2,0,0.04,0,0.05,0.05,0.075,0.005,0.005,0.005,0,0.01875,0.00125,0.00125,0.00125,0,0.1,0.15,0.1,0.05,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,C
